comparison_num,dependency,head_number,Plausibility,sentence_pair,Sentence,Critical_Analysis,SUBTLWF,LgSUBTLWF,PMI_crit,Cosine_crit,Attention_Strength,Lure_Analysis,Lure_SUBTLWF,Lure_LgSUBTLWF,PMI_lure,Cosine_lure,Lure_attention_strength,baseline_attn,Baseline attn is from the lure word 'girl' to 'the' (first instance)
3,dobj,3_8,Implausible,26,The kids poured the juice some customers.,customers,19.06,2.988,-1.447311699,0.21453771,0.2302,juice,26.88,3.137,2.320960879,0.3821618,0.5266,,
3,dobj,3_8,Implausible,27,The nurse administered the vaccine a patient.,patient,63.65,3.511,0.772582483,0.31437263,0.345,vaccine,1.92,1.996,0.695181862,0.25751436,0.3224,,
3,dobj,3_8,Implausible,28,The clerk counted the change the customer.,customer,15.2,2.89,-2.930192947,0.16867222,0.0882,change,240.35,4.088,-3.417589188,0.28851232,0.6585,,
3,dobj,3_8,Implausible,29,The teacher distributed the assignments the students.,students,30.67,3.195,-1.531471848,0.16530342,0.1777,assignments,3.53,2.258,-3.777927637,0.19718131,0.6247,,
3,dobj,3_8,Implausible,30,The host offered the drinks the guest.,guest,39.94,3.309,-1.715102404,0.29163226,0.2549,drinks,247.39,4.101,-2.148403704,0.20823543,0.625,,
3,dobj,3_8,Implausible,31,The neighbor lent his vacuum a friend.,friend,419.29,4.33,-1.761587501,0.22061375,0.3446,vacuum,5.76,2.47,-5.969734192,0.06923539,0.4245,,
3,dobj,3_8,Implausible,32,The agent sold the estate a couple.,couple,223.41,4.057,-0.717859522,0.21933693,0.2307,estate,21.1,3.032,2.728018403,0.41377455,0.2451,,
3,dobj,3_8,Implausible,33,The clerk passed the receipt a customer.,customer,15.2,2.89,-3.988669157,0.12240852,0.1007,receipt,7.43,2.58,-1.927469611,0.2505622,0.5396,,
3,dobj,3_8,Implausible,34,The committee granted the award a student.,student,43.04,3.342,-3.358715296,0.18143669,0.2121,award,12.88,2.818,-1.536207318,0.24589711,0.1707,,
3,dobj,3_8,Implausible,35,The parent promised the toy a child.,child,157.65,3.905,-1.927890658,0.27533844,0.1807,toy,16.84,2.934,-3.910541773,0.14450218,0.4396,,
3,dobj,3_8,Implausible,36,The salesman guaranteed the discount a customer.,customer,15.2,2.89,0.192976475,0.3143221,0.1138,discount,4.76,2.387,0.696204782,0.32644448,0.3271,,
3,dobj,3_8,Implausible,37,The author wrote the script a director.,director,35.96,3.264,-0.423550084,0.2938603,0.1668,script,19.61,3,2.478390515,0.37793136,0.1569,,
3,dobj,3_8,Implausible,38,The tenant paid the rent the landlord.,landlord,5.33,2.436,0.153964758,0.27277127,0.3124,rent,34.55,3.246,4.144936681,0.49835482,0.3609,,
3,dobj,3_8,Implausible,39,The company donated the computers the school.,school,333.12,4.23,-1.21446602,0.15373154,0.1167,computers,10.8,2.742,-1.643707395,0.17772879,0.6005,,
3,dobj,3_8,Implausible,40,The manager denied the request the customer.,customer,15.2,2.89,-4.064874649,0.21958527,0.13,request,25.57,3.116,0.098058224,0.39707536,0.4817,,
3,dobj,3_8,Implausible,41,The server handed the coffee the customer.,customer,15.2,2.89,-2.908742309,0.17306414,0.242,coffee,144.53,3.868,-5.221402168,0.09830121,0.7469,,
3,dobj,3_8,Implausible,42,The doctor suggested the diet a client.,client,53.24,3.434,-3.564224362,0.17060752,0.4596,diet,15.37,2.895,-0.992711961,0.20828924,0.3197,,
3,dobj,3_8,Implausible,43,The ranger tossed the snacks a group.,group,73.76,3.575,-6.333028316,0.06468861,0.1405,snacks,3.39,2.24,0.365188435,0.32435638,0.6178,,
3,dobj,3_8,Implausible,44,The winner delivered the speech the audience.,audience,25.37,3.112,-0.88917695,0.31153157,0.2462,speech,38.04,3.288,3.538706303,0.4886988,0.2078,,
3,dobj,3_8,Implausible,45,The bank transferred some money a man.,man,"1,845.75",4.974,-4.057447076,0.13797435,0.1318,money,640.76,4.514,-2.710824251,0.23216155,0.3474,,
3,dobj,3_8,Implausible,46,The farmer fed the grain some cows.,cows,9.41,2.682,1.199670613,0.28357756,0.1177,grain,4.76,2.387,0.554962307,0.28485283,0.3951,,
3,dobj,3_8,Implausible,47,The player threw the ball an audience.,audience,25.37,3.112,-3.03658402,0.22474296,0.5415,ball,104.96,3.729,5.453100443,0.39869812,0.2213,,
3,dobj,3_8,Implausible,48,The father won his prize a son.,son,410.76,4.321,-5.284999847,0.20581862,0.2918,prize,22.39,3.058,2.944482803,0.3990231,0.1041,,
3,dobj,3_8,Implausible,49,The butcher cut the beef some man.,man,"1,845.75",4.974,-2.257849455,0.23100561,0.0267,beef,19.71,3.003,0.656505808,0.3211323,0.1735,,
3,dobj,3_8,Implausible,50,The girl owed her dollar a sister.,sister,180.53,3.964,-3.044277966,0.21482152,0.2112,dollar,27.65,3.15,1.024166256,0.37131444,0.3366,,
4,advmod,2_8,Plausible,1,The song that was played loudly was later silenced.,played,56.27,3.458,-1.614643879,0.19158383,0.7172,played,56.27,3.458,-0.668594211,0.25587368,0.0853,0.0763,
4,advmod,2_8,Plausible,2,The code that was leaked accidentally was carefully hidden.,leaked,1.55,1.903,1.967434347,0.3504994,0.3532,leaked,1.55,1.903,-1.035615116,0.2399954,0.0679,0.1272,
4,advmod,2_8,Plausible,3,The animal that was treated luckily was badly crippled.,treated,23.9,3.086,-2.590368629,0.23999706,0.4749,treated,23.9,3.086,1.511435986,0.33919868,0.4533,0.1515,
4,advmod,2_8,Plausible,4,The lady who was protected safely was sadly robbed.,protected,10.86,2.744,-1.657290459,0.27549198,0.7864,protected,10.86,2.744,-3.597848177,0.22056988,0.2252,0.1446,
4,advmod,2_8,Plausible,5,The project that was anticipated greatly was successfully completed.,anticipated,2.63,2.13,-0.167887539,0.36085775,0.4731,anticipated,2.63,2.13,-1.997271001,0.32610503,0.1239,0.099,
4,advmod,2_8,Plausible,6,The cocktail that was enjoyed loudly was just chilled.,enjoyed,18.16,2.967,-2.284312308,0.24806915,0.6907,enjoyed,18.16,2.967,-1.736885667,0.27584678,0.1477,0.066,
4,advmod,2_8,Plausible,7,The artwork that was sold illegally was highly valued.,sold,52.06,3.424,2.017226458,0.39849135,0.5574,sold,52.06,3.424,-2.872882843,0.15394232,0.2411,0.1126,
4,advmod,2_8,Plausible,8,The dough that was rolled softly was accidentally burned.,rolled,8.47,2.636,-1.312138617,0.26480958,0.5677,rolled,8.47,2.636,1.38765499,0.3920111,0.1074,0.1761,
4,advmod,2_8,Plausible,9,The cake that was dropped accidentally was slowly prepared.,dropped,48.67,3.395,0.908878922,0.3470914,0.3274,dropped,48.67,3.395,0.32167998,0.31475702,0.1781,0.1034,
4,advmod,2_8,Plausible,10,The artifact that was polished regularly was swiftly stolen.,polished,2,2.013,-1.21745348,0.26721948,0.515,polished,2,2.013,-2.589769363,0.2875468,0.2244,0.1032,
4,advmod,2_8,Plausible,11,The necklace which was valued highly was mysteriously stolen.,valued,1.86,1.982,1.577993929,0.32916683,0.7681,valued,1.86,1.982,-5.620213032,0.12900124,0.2883,0.1197,
4,advmod,2_8,Plausible,12,The species that is threatened terribly is rarely seen.,threatened,16.57,2.927,-3.941977501,0.20883115,0.4277,threatened,16.57,2.927,-1.737261117,0.23644276,0.1187,0.1229,
4,advmod,2_8,Plausible,13,The car that was damaged severely was never repaired.,damaged,9.08,2.667,6.01372242,0.53736913,0.4109,damaged,9.08,2.667,-2.524033785,0.22438818,0.1264,0.0679,
4,advmod,2_8,Plausible,14,The bird that was treated gently was severely injured.,treated,23.9,3.086,-1.100385785,0.25777304,0.846,treated,23.9,3.086,-1.055821687,0.36940277,0.3839,0.0991,
4,advmod,2_8,Plausible,15,The house that was priced highly was recently built.,priced,0.65,1.532,-0.364515141,0.2278194,0.6529,priced,0.65,1.532,-4.142540693,0.16382146,0.5463,0.1046,
4,advmod,2_8,Plausible,16,The window that was closed securely was accidentally broken.,closed,54.08,3.441,-2.43072021,0.21888478,0.4683,closed,54.08,3.441,-4.756732106,0.12800144,0.1307,0.164,
4,advmod,2_8,Plausible,17,The password that was set securely was surprisingly breached.,set,231.47,4.072,-1.004871204,0.26999548,0.3878,set,231.47,4.072,-3.439070225,0.23864788,0.038,0.1073,
4,advmod,2_8,Plausible,18,The flower that was watered seldom was recently planted.,watered,0.96,1.699,-1.143106222,0.27500692,0.375,watered,0.96,1.699,-3.686768174,0.1056252,0.4299,0.1133,
4,advmod,2_8,Plausible,19,The book that was read rarely was poorly written.,read,241.22,4.09,-2.88974154,0.22050461,0.3979,read,241.22,4.09,-1.234625921,0.224704,0.2028,0.1079,
4,advmod,2_8,Plausible,20,The movie that was anticipated highly was just released.,anticipated,2.63,2.13,0.442675225,0.34361455,0.5797,anticipated,2.63,2.13,-2.956744313,0.3385755,0.1197,0.079,
4,advmod,2_8,Plausible,21,The cake that was decorated finely was quickly eaten.,decorated,2.82,2.161,5.887224674,0.46037576,0.7745,decorated,2.82,2.161,-2.658649623,0.22969137,0.3241,0.1022,
4,advmod,2_8,Plausible,22,The house that was lit brightly was usually unseen.,lit,9.73,2.696,2.83531189,0.34609392,0.4164,lit,9.73,2.696,0.104542017,0.310331,0.0635,0.1861,
4,advmod,2_8,Plausible,23,The event that was scheduled tightly was sadly delayed.,scheduled,9.47,2.685,-3.249170423,0.20008136,0.3841,scheduled,9.47,2.685,-7.042275906,0.11012574,0.1027,0.1896,
4,advmod,2_8,Plausible,24,The statement that was spelled incorrectly was later improved.,spelled,3.49,2.253,4.767179251,0.37939572,0.7955,spelled,3.49,2.253,-1.954028249,0.114824735,0.2137,0.0815,
4,advmod,2_8,Plausible,25,The speech that was delivered enthusiastically was oddly misunderstood.,delivered,16.14,2.916,-1.030634843,0.24791145,0.645,delivered,16.14,2.916,-4.114881158,0.16627005,0.3757,0.1211,
4,advmod,2_8,Plausible,26,The man that was confronted fiercely was just hugged.,confronted,2.71,2.143,0.355573349,0.4850671,0.6646,confronted,2.71,2.143,-3.36874783,0.29152825,0.1713,0.0608,
4,advmod,2_8,Plausible,27,The gift that was purchased kindly was sometimes despised.,purchased,3.73,2.281,-4.183649659,0.13308783,0.6081,purchased,3.73,2.281,-4.066535592,0.17202015,0.2137,0.1678,
4,advmod,2_8,Plausible,28,The garden that was tended carefully was surprisingly damaged.,tended,1,1.716,-1.134738505,0.30536395,0.4168,tended,1,1.716,-2.026029646,0.29410875,0.1425,0.0885,
4,advmod,2_8,Plausible,29,The event that was promoted highly was sadly neglected.,promoted,5.61,2.458,-4.552200317,0.19468968,0.7588,promoted,5.61,2.458,-5.34662652,0.18790543,0.2189,0.1514,
4,advmod,2_8,Plausible,30,The movie that was awaited eagerly was largely forgotten.,awaited,0.69,1.556,1.318035424,0.40503687,0.6443,awaited,0.69,1.556,-2.29958272,0.1821505,0.1771,0.1338,
4,advmod,2_8,Plausible,31,The concert that was ignored mostly was highly publicized.,ignored,5.9,2.48,0.643606454,0.32384035,0.4191,ignored,5.9,2.48,-1.985303104,0.26539123,0.2731,0.125,
4,advmod,2_8,Plausible,32,The speech that was written carefully was sadly forgotten.,written,44.06,3.352,0.857628919,0.32379824,0.4835,written,44.06,3.352,-3.162439346,0.22455983,0.1865,0.1538,
4,advmod,2_8,Plausible,33,The soldier that was remembered somewhat was sadly killed.,remembered,22.47,3.06,-3.465489864,0.26152772,0.5652,remembered,22.47,3.06,-1.450807869,0.389031,0.3774,0.1094,
4,advmod,2_8,Plausible,34,The invention that was used regularly was recently designed.,used,344.14,4.244,1.294277996,0.2823677,0.7367,used,344.14,4.244,-1.822530955,0.23264277,0.3763,0.1608,
4,advmod,2_8,Plausible,35,The food that was burnt badly was just ordered.,burnt,9.57,2.689,2.60895884,0.41487905,0.4393,burnt,9.57,2.689,-2.604645908,0.26008758,0.1235,0.0721,
4,advmod,2_8,Plausible,36,The species that was assisted happily was sadly endangered.,assisted,1.71,1.944,-4.122168899,0.13501044,0.4992,assisted,1.71,1.944,-5.553446293,0.114403255,0.1741,0.1476,
4,advmod,2_8,Plausible,37,The song that was composed silently was beautifully sung.,composed,1.9,1.991,-3.318980575,0.20797548,0.341,composed,1.9,1.991,2.837799788,0.2861048,0.2531,0.0548,
4,advmod,2_8,Plausible,38,The incident that was overlooked blindly was widely seen.,overlooked,2.18,2.049,-2.556129098,0.28803334,0.3423,overlooked,2.18,2.049,0.036237329,0.3202294,0.2812,0.1058,
4,advmod,2_8,Plausible,39,The meal that was prepared loudly was just tasted.,prepared,35.78,3.261,-3.459605932,0.23514608,0.5139,prepared,35.78,3.261,-3.236802936,0.2033501,0.1358,0.0752,
4,advmod,2_8,Plausible,40,The treasure that was hidden ideally was never lost.,hidden,21.27,3.036,-3.362541795,0.27940226,0.3814,hidden,21.27,3.036,-2.106273293,0.32012203,0.1066,0.0631,
4,advmod,2_8,Plausible,41,The flowers that were cultivated kindly were accidentally crushed.,cultivated,0.61,1.505,-6.434637785,0.12334312,0.4406,cultivated,0.61,1.505,-4.112275124,0.13395545,0.1246,0.1278,
4,advmod,2_8,Plausible,42,The joke that was repeated silently was previously heard.,repeated,2.8,2.158,-1.267812103,0.32154566,0.5471,repeated,2.8,2.158,-2.493018627,0.24176683,0.3647,0.116,
4,advmod,2_8,Plausible,43,The man that was restrained violently was just calmed.,restrained,1.1,1.756,1.1567415,0.50707656,0.673,restrained,1.1,1.756,-2.240995467,0.32130715,0.1827,0.0633,
4,advmod,2_8,Plausible,44,The tree that was maintained peacefully was suddenly struck.,maintained,2.24,2.061,-1.367803752,0.28900906,0.7323,maintained,2.24,2.061,-5.627078533,0.21345587,0.1131,0.1474,
4,advmod,2_8,Plausible,45,The soldier that was helped quietly was recently retired.,helped,46.82,3.378,-2.638946116,0.2455112,0.554,helped,46.82,3.378,-1.411500394,0.37163296,0.2448,0.182,
4,advmod,2_8,Plausible,46,The woman who was married happily was just fired.,married,238.49,4.085,2.34104383,0.3279105,0.3164,married,238.49,4.085,-2.795836449,0.19521528,0.0838,0.0789,
4,advmod,2_8,Plausible,47,The baby who was checked repeatedly was just born.,checked,46.71,3.377,-0.496165231,0.36696482,0.6243,checked,46.71,3.377,-1.559291422,0.31587648,0.1351,0.0726,
4,advmod,2_8,Plausible,48,The advertisement that was designed horribly was recently corrected.,designed,17.53,2.952,-4.877845764,0.09672728,0.6214,designed,17.53,2.952,-2.09292537,0.24068631,0.1593,0.2034,
4,advmod,2_8,Plausible,49,The message that was conveyed silently was loudly shouted.,conveyed,0.45,1.38,-1.485085726,0.3005394,0.5705,conveyed,0.45,1.38,-2.217240512,0.3185294,0.3064,0.1218,
4,advmod,2_8,Plausible,50,The clothes that were taken angrily were recently donated.,taken,138.65,3.849,-4.423187137,0.22170728,0.6394,taken,138.65,3.849,-1.487441838,0.38010365,0.2062,0.1753,
4,advmod,2_8,Implausible,1,The song that was silenced loudly was later played.,silenced,0.84,1.643,1.743782878,0.4555741,0.474,silenced,0.84,1.643,-1.789966896,0.25902784,0.108,0.0754,
4,advmod,2_8,Implausible,2,The code that was hidden accidentally was carefully leaked.,hidden,21.27,3.036,1.814208031,0.44846988,0.381,hidden,21.27,3.036,-0.781269252,0.3366549,0.101,0.127,
4,advmod,2_8,Implausible,3,The animal that was crippled luckily was badly treated.,crippled,4.12,2.324,0.804486245,0.4992122,0.3018,crippled,4.12,2.324,3.85885036,0.5192786,0.1486,0.2279,
4,advmod,2_8,Implausible,4,The lady who was robbed safely was sadly protected.,robbed,15.33,2.894,-0.936151087,0.39788446,0.6271,robbed,15.33,2.894,-3.590692639,0.29493117,0.0865,0.1563,
4,advmod,2_8,Implausible,5,The project that was completed greatly was successfully anticipated.,completed,7.67,2.593,-3.446982622,0.2165491,0.4146,completed,7.67,2.593,0.839463294,0.31982833,0.1294,0.0934,
4,advmod,2_8,Implausible,6,The cocktail that was chilled loudly was just enjoyed.,chilled,1.39,1.857,-2.950537682,0.24906877,0.4869,chilled,1.39,1.857,-1.577785134,0.29136428,0.0987,0.0714,
4,advmod,2_8,Implausible,7,The artwork that was valued illegally was highly sold.,valued,1.86,1.982,-2.950344563,0.22493497,0.5616,valued,1.86,1.982,1.577993929,0.32916683,0.4843,0.0772,
4,advmod,2_8,Implausible,8,The dough that was burned softly was accidentally rolled.,burned,28.39,3.161,-1.669381082,0.20266582,0.6147,burned,28.39,3.161,2.518179238,0.3924554,0.1258,0.176,
4,advmod,2_8,Implausible,9,The cake that was prepared accidentally was slowly dropped.,prepared,35.78,3.261,-3.308442235,0.22321342,0.2823,prepared,35.78,3.261,-3.366758108,0.3289848,0.1195,0.1109,
4,advmod,2_8,Implausible,10,The artifact that was stolen regularly was swiftly polished.,stolen,34.31,3.243,-4.454225779,0.17057508,0.5988,stolen,34.31,3.243,-2.603546023,0.24962638,0.245,0.0946,
4,advmod,2_8,Implausible,11,The necklace which was stolen highly was mysteriously valued.,stolen,34.31,3.243,-5.577016115,0.14364685,0.4705,stolen,34.31,3.243,2.922253013,0.49085984,0.1965,0.1395,
4,advmod,2_8,Implausible,12,The species that is seen terribly is rarely threatened.,seen,384.96,4.293,-1.67835623,0.29046082,0.4553,seen,384.96,4.293,3.49017179,0.41211024,0.1944,0.1014,
4,advmod,2_8,Implausible,13,The car that was repaired severely was never damaged.,repaired,2.75,2.149,1.280544698,0.41899723,0.6505,repaired,2.75,2.149,-0.799275428,0.28915358,0.076,0.0738,
4,advmod,2_8,Implausible,14,The bird that was injured gently was severely treated.,injured,10.47,2.728,-5.560346603,0.16203329,0.3782,injured,10.47,2.728,3.322428048,0.3988898,0.1521,0.1288,
4,advmod,2_8,Implausible,15,The house that was built highly was recently priced.,built,41.16,3.322,-4.283021688,0.09585408,0.5979,built,41.16,3.322,-0.88575004,0.21884449,0.1903,0.2001,
4,advmod,2_8,Implausible,16,The window that was broken securely was accidentally closed.,broken,71.25,3.561,0.0872401,0.33439565,0.6208,broken,71.25,3.561,2.309247077,0.41673502,0.0453,0.1748,
4,advmod,2_8,Implausible,17,The password that was breached securely was surprisingly set.,breached,1.62745098,1.924279286,-1.856896698,0.2877159,0.6643,breached,1.62745098,1.924279286,-4.504530549,0.2351702,0.1287,0.0966,
4,advmod,2_8,Implausible,18,The flower that was planted seldom was recently watered.,planted,8.94,2.66,-0.823359713,0.21219042,0.4463,planted,8.94,2.66,0.524494275,0.2534663,0.2263,0.1579,
4,advmod,2_8,Implausible,19,The book that was written rarely was poorly read.,written,44.06,3.352,-1.776013926,0.21610163,0.3059,written,44.06,3.352,4.26558733,0.32847837,0.1518,0.1142,
4,advmod,2_8,Implausible,20,The movie that was released highly was just anticipated.,released,17.29,2.946,-4.044620275,0.17111608,0.6106,released,17.29,2.946,-3.056210399,0.24087536,0.1547,0.0697,
4,advmod,2_8,Implausible,21,The cake that was eaten finely was quickly decorated.,eaten,18.18,2.967,0.184700139,0.344793,0.6652,eaten,18.18,2.967,0.42363894,0.24533318,0.1337,0.1209,
4,advmod,2_8,Implausible,22,The house that was unseen brightly was usually lit.,unseen,2.16,2.045,-2.965383649,0.26835623,0.45,unseen,2.16,2.045,-1.628254056,0.25288084,0.191,0.1416,
4,advmod,2_8,Implausible,23,The event that was delayed tightly was sadly scheduled.,delayed,5.37,2.439,-3.681753755,0.2030286,0.3754,delayed,5.37,2.439,-3.435749173,0.21983251,0.2042,0.1701,
4,advmod,2_8,Implausible,24,The statement that was improved incorrectly was later spelled.,improved,4.51,2.364,-4.226571441,0.23110297,0.582,improved,4.51,2.364,-0.576601118,0.259036,0.1861,0.0863,
4,advmod,2_8,Implausible,25,The speech that was misunderstood enthusiastically was oddly delivered.,misunderstood,5.55,2.453,-3.911765337,0.2899984,0.3395,misunderstood,5.55,2.453,-2.468127787,0.39724636,0.1849,0.1406,
4,advmod,2_8,Implausible,26,The man that was hugged fiercely was just confronted.,hugged,1.71,1.944,0.122553179,0.4054121,0.7701,hugged,1.71,1.944,-2.0973607,0.33326724,0.1906,0.0544,
4,advmod,2_8,Implausible,27,The gift that was despised kindly was sometimes purchased.,despised,1.25,1.813,-2.739866495,0.3187111,0.5405,despised,1.25,1.813,-1.378000408,0.27320263,0.179,0.1725,
4,advmod,2_8,Implausible,28,The garden that was damaged carefully was surprisingly tended.,damaged,9.08,2.667,-2.323001742,0.20447809,0.4674,damaged,9.08,2.667,-2.916612864,0.21512514,0.089,0.1075,
4,advmod,2_8,Implausible,29,The event that was neglected highly was sadly promoted.,neglected,3.55,2.26,-1.242331147,0.3394412,0.513,neglected,3.55,2.26,-0.145983487,0.43466997,0.1597,0.1547,
4,advmod,2_8,Implausible,30,The movie that was forgotten eagerly was largely awaited.,forgotten,34.73,3.248,-1.609318852,0.25014028,0.5315,forgotten,34.73,3.248,2.086414337,0.37154055,0.1987,0.1163,
4,advmod,2_8,Implausible,31,The concert that was publicized mostly was highly ignored.,publicized,0.22,1.079,-2.0355407,0.18152566,0.3371,publicized,0.22,1.079,0.538814537,0.34515268,0.1857,0.1394,
4,advmod,2_8,Implausible,32,The speech that was forgotten carefully was sadly written.,forgotten,34.73,3.248,-1.67060259,0.2674926,0.6207,forgotten,34.73,3.248,0.738354594,0.50856876,0.2425,0.1258,
4,advmod,2_8,Implausible,33,The soldier that was killed somewhat was sadly remembered.,killed,290.04,4.17,-3.375860691,0.16008665,0.268,killed,290.04,4.17,-0.670048207,0.28441978,0.1101,0.1532,
4,advmod,2_8,Implausible,34,The invention that was designed regularly was recently used.,designed,17.53,2.952,-1.133986413,0.28023392,0.3916,designed,17.53,2.952,-2.09292537,0.24068631,0.1782,0.1979,
4,advmod,2_8,Implausible,35,The food that was ordered badly was just burnt.,ordered,36.96,3.276,-1.490690231,0.22971933,0.6108,ordered,36.96,3.276,-2.736410379,0.23255888,0.1817,0.0722,
4,advmod,2_8,Implausible,36,The species that was endangered happily was sadly assisted.,endangered,2.51,2.111,-6.017433167,0.14294286,0.2836,endangered,2.51,2.111,-3.979437947,0.19835994,0.1068,0.1386,
4,advmod,2_8,Implausible,37,The song that was sung silently was beautifully composed.,sung,3.49,2.253,-0.374524087,0.32064518,0.5301,sung,3.49,2.253,1.4459759,0.2776143,0.406,0.043,
4,advmod,2_8,Implausible,38,The incident that was seen blindly was widely overlooked.,seen,384.96,4.293,-1.624752855,0.26649013,0.2922,seen,384.96,4.293,2.17341876,0.3828897,0.0938,0.1336,
4,advmod,2_8,Implausible,39,The meal that was tasted loudly was just prepared.,tasted,5.75,2.468,-2.529259205,0.31155992,0.6091,tasted,5.75,2.468,-1.008885125,0.32429478,0.1915,0.059,
4,advmod,2_8,Implausible,40,The treasure that was lost ideally was never hidden.,lost,274,4.145,-5.248434186,0.095213234,0.4124,lost,274,4.145,-0.748768315,0.36381054,0.0802,0.0632,
4,advmod,2_8,Implausible,41,The flowers that were crushed kindly were accidentally cultivated.,crushed,8.45,2.635,-6.006136417,0.0723959,0.3318,crushed,8.45,2.635,2.912620008,0.40672672,0.1026,0.1397,
4,advmod,2_8,Implausible,42,The joke that was heard silently was previously repeated.,heard,387.75,4.296,-0.615810461,0.34718314,0.4242,heard,387.75,4.296,0.061958775,0.2739537,0.1466,0.136,
4,advmod,2_8,Implausible,43,The man that was calmed violently was just restrained.,calmed,1.67,1.935,0.844513714,0.47362736,0.4914,calmed,1.67,1.935,-2.802013516,0.2745718,0.1158,0.068,
4,advmod,2_8,Implausible,44,The tree that was struck peacefully was suddenly maintained.,struck,16.2,2.917,-2.574168563,0.24511737,0.6726,struck,16.2,2.917,0.953050733,0.43541002,0.0807,0.1465,
4,advmod,2_8,Implausible,45,The soldier that was retired quietly was recently helped.,retired,12.06,2.79,-1.996453643,0.24970253,0.3557,retired,12.06,2.79,-0.507419378,0.2573203,0.1338,0.2331,
4,advmod,2_8,Implausible,46,The woman who was fired happily was just married.,fired,61.94,3.5,-3.792618871,0.13456103,0.4307,fired,61.94,3.5,-1.658361912,0.26713923,0.2408,0.0689,
4,advmod,2_8,Implausible,47,The baby who was born repeatedly was just checked.,born,83.69,3.63,-7.500158548,0.09883404,0.3102,born,83.69,3.63,-5.614755869,0.11348258,0.0424,0.0741,
4,advmod,2_8,Implausible,48,The advertisement that was corrected horribly was recently designed.,corrected,2.63,2.13,-1.181440433,0.3333892,0.7835,corrected,2.63,2.13,-0.757941067,0.2781098,0.3363,0.1705,
4,advmod,2_8,Implausible,49,The message that was shouted silently was loudly conveyed.,shouted,2.25,2.064,3.307451248,0.52592075,0.4856,shouted,2.25,2.064,7.713798761,0.66770005,0.3667,0.1058,
4,advmod,2_8,Implausible,50,The clothes that were donated angrily were recently taken.,donated,2.67,2.137,-6.036177158,0.19034933,0.5232,donated,2.67,2.137,-0.747635007,0.24867818,0.3077,0.1551,
,nsubj,4_3,Plausible,1,A dog on the roof watched the birds.,dog,192.84,3.993,-1.74005729,0.21021326,0.8558,roof,35.65,3.26,-4.402110934,0.16793664,0.0024,0.0649,
,nsubj,4_3,Plausible,2,The cook in the kitchen made a stew.,cook,45.57,3.366,-2.364489198,0.21552235,0.8316,kitchen,58.31,3.474,-2.314989954,0.12797268,0.0015,0.1476,
,nsubj,4_3,Plausible,3,The artist by the window painted a landscape.,artist,28.63,3.165,0.871151816,0.36655188,0.1975,window,86,3.642,1.651214182,0.36638346,0.4651,0.1714,
,nsubj,4_3,Plausible,4,The scientist in the lab developed a treatment.,scientist,12.18,2.794,-1.900160432,0.26753277,0.6846,lab,39.61,3.306,-0.385760888,0.28945196,0.0052,0.2473,
,nsubj,4_3,Plausible,5,A student at the library studied her notes.,student,43.04,3.342,-0.447798833,0.32931334,0.6891,library,22.94,3.069,-2.267830878,0.22321555,0.0079,0.2193,
,nsubj,4_3,Plausible,6,The boy by the fence watered the flowers.,boy,529.82,4.432,-6.475622654,0.100096405,0.7253,fence,16.06,2.914,-0.544929504,0.355559,0.0357,0.1673,
,nsubj,4_3,Plausible,7,The athlete on the podium won the championship.,athlete,4.61,2.373,0.966795415,0.29978228,0.9141,podium,1.27,1.819,0.753066361,0.33391383,0.0012,0.0657,
,nsubj,4_3,Plausible,8,The detective in the office solved the mystery.,detective,61.12,3.494,-2.190897942,0.23221922,0.7057,office,203.9,4.017,-5.90835619,0.06909172,0.0039,0.1561,
,nsubj,4_3,Plausible,9,A baker in the cafe prepared bread daily.,baker,13.69,2.845,-3.21449244,0.25020275,0.6085,cafe,5.06,2.413,-3.924967051,0.123524904,0.007,0.3371,
,nsubj,4_3,Plausible,10,The teacher in the classroom inspired young minds.,teacher,55.73,3.454,-2.195475042,0.2817871,0.7538,classroom,4.45,2.358,-2.669791818,0.21606793,0.0021,0.1901,
,nsubj,4_3,Plausible,11,The officer at the station prepared for emergencies.,officer,103.24,3.721,-4.104025245,0.15947354,0.6992,station,79.08,3.606,-4.44291997,0.15992594,0.0008,0.2409,
,nsubj,4_3,Plausible,12,The author in the study wrote a novel.,author,7.94,2.608,2.251944602,0.44108704,0.6512,study,49.04,3.398,-1.520377994,0.29398242,0.0131,0.291,
,nsubj,4_3,Plausible,13,The musician on the stage performed a concert.,musician,6.04,2.49,-0.117609911,0.34927702,0.7389,stage,45.57,3.366,0.955996871,0.39203733,0.0038,0.1694,
,nsubj,4_3,Plausible,14,A doctor in the hospital saved a life.,doctor,263.94,4.129,-0.400286347,0.27477685,0.8063,hospital,124.2,3.802,-1.851441562,0.1775988,0.0017,0.1297,
,nsubj,4_3,Plausible,15,The engineer in the factory designed innovative machinery.,engineer,11.69,2.776,0.939341635,0.3254931,0.5257,factory,16.8,2.933,1.207858592,0.3399169,0.014,0.4028,
,nsubj,4_3,Plausible,16,A runner at the beach rescued a child.,runner,4.96,2.405,-7.795940638,0.083547905,0.7351,beach,56.63,3.461,-2.177812755,0.22384448,0.0044,0.19,
,nsubj,4_3,Plausible,17,The mechanic in the garage repaired a car.,mechanic,5.06,2.413,-1.750827909,0.29271182,0.6807,garage,27.22,3.143,-1.261449277,0.28907737,0.0177,0.2491,
